CA,Alturas,KAAT
CA,Apple Valley,KAPV
CA,Arcata/Eureka,KACV
CA,Auburn Muni,KAUN
CA,Avalon,KAVX
CA,Bakersfield,KBFL
CA,Beale Afb/Marysv,KBAB
CA,Beaumont,KBUO
CA,Bicycle Lake,KBYS
CA,Big Bear City,KL35
CA,Bishop,KBIH
CA,Blythe,KBLH
CA,Borrego Springs,KL08
CA,Bridgeport,KO57
CA,Bridgeport(Mcmwt,KBAN
CA,Burbank,KBUR
CA,Burney,KBNY
CA,Byron,KC83
CA,Calexico Intl,KCXL
CA,Camarillo,KCMA
CA,Camp Pendleton,KNFG
CA,Campo,KCZZ
CA,Carlsbad,KCRQ
CA,Cedarville,KO59
CA,Chico Municipal,KCIC
CA,China Lake (Naf),KNID
CA,Chino,KCNO
CA,Columbia,KO22
CA,Concord,KCCR
CA,Corona Muni,KAJO
CA,Costa Mesa,KSNA
CA,Crescent City,KCEC
CA,Daggett,KDAG
CA,Davis,KEDU
CA,Davis Yolo Cnty,KDWA
CA,Delano,KDLO
CA,Edwards Afb,KEDW
CA,Edwards N-Aux,K9L2
CA,El Centro Naf,KNJK
CA,El Monte,KEMT
CA,Emigrant Gap,KBLU
CA,Eureka/Murray,KEKA
CA,Fallbrook Airpar,KL18
CA,Fortuna,KFOT
CA,Fresno,KFAT
CA,Fresno Chandler,KFCH
CA,Fullerton,KFUL
CA,Grass Valley,KGOO
CA,Half Moon Bay,KHAF
CA,Hanford,KHJO
CA,Hanford,KO18
CA,Hawthorne,KHHR
CA,Hayward,KHWD
CA,Healdsburg,KHES
CA,Hemet,KHMT
CA,Hollister Muni,KCVH
CA,Hunter Ligget,KHGT
CA,Imperial,KIPL
CA,Imperial Beach,KNRS
CA,Inyokern,KIYK
CA,Jackson,KJAQ
CA,La / Whiteman,KWHP
CA,La Verne/Bracket,KPOC
CA,Lancaster/Fox,KWJF
CA,Lemoore Nas/Reev,KNLC
CA,Lincoln,KLHM
CA,Little River,KLLR
CA,Livermore,KLVK
CA,Lompoc,KLPC
CA,Long Beach,KLGB
CA,Los Alamitos Aaf,KSLI
CA,Los Angeles,KCQT
CA,Los Angeles,KLAX
CA,Madera,KMAE
CA,Mammoth/June Lak,KMMH
CA,Marysville,KMYV
CA,Mather Field,KMHR
CA,Mcclellan Afb,KMCC
CA,Merced,KMCE
CA,Merced/Castle Af,KMER
CA,Miramar Nas/San,KNKX
CA,Modesto,KMOD
CA,Moffett Nas/Mtn,KNUQ
CA,Mojave,KMHV
CA,Montague/Siskiyo,KSIY
CA,Monterey,KMRY
CA,Mount Shasta,KMHS
CA,Mount Wilson,KMWS
CA,Murrieta/Temecul,KF70
CA,Napa,KAPC
CA,Needles,KEED
CA,Newhall,K3A6
CA,North Island Nas,KNZY
CA,Novato/Gnoss Fld,KDVO
CA,Oakland,KOAK
CA,Oceano Cnty,KL52
CA,Oceanside,KOKB
CA,Oceanside/Red-B,KNXF
CA,Ontario,KONT
CA,Oroville,KOVE
CA,Oxnard,KOXR
CA,Palm Springs,KPSP
CA,Palmdale,KGXA
CA,Palmdale,KPMD
CA,Palo Alto,KPAO
CA,Paso Robles,KPRB
CA,Petaluma,KO69
CA,Placerville,KPVF
CA,Point Mugu Nas,KNTD
CA,Porterville,KPTV
CA,Pt. Piedras Blan,K87Q
CA,Ramona,KRNM
CA,Red Bluff,KRBL
CA,Redding,KRDD
CA,Redlands,KREI
CA,Reedley,KO32
CA,Rio Vista,KO88
CA,Riverside,KRAL
CA,Riverside/March,KRIV
CA,Sacramento,KSAC
CA,Sacramento/Metro,KSMF
CA,Salinas,KSNS
CA,San Andreas,KCPU
CA,San Bernardino,KSBD
CA,San Carlos Airpo,KSQL
CA,San Clemente Is.,KNUC
CA,San Diego,KSAN
CA,San Diego/Brown,KSDM
CA,San Diego/Mntgmy,KMYF
CA,San Diego/Santee,KSEE
CA,San Francisco,KSFO
CA,San Jose,KSJC
CA,San Jose/Reid,KRHV
CA,San Luis Obispo,KSBP
CA,San Martin,KE16
CA,San Nicolas Isla,KNSI
CA,Sandberg,KSDB
CA,Santa Barbara,KSBA
CA,Santa Maria,KSMX
CA,Santa Monica,KSMO
CA,Santa Rosa,KSTS
CA,Santa Ynez,KIZA
CA,Shelter Cove,KO87
CA,South Lake Tahoe,KTVL
CA,Stockton,KSCK
CA,Susanville Muni,KSVE
CA,Tehachapi,KTSP
CA,Thermal/Palm Spg,KTRM
CA,Torrance Municip,KTOA
CA,Tracy,KTCY
CA,Travis Afb/Fairf,KSUU
CA,Trinity Center,KO86
CA,Truckee Tahoe,KTRK
CA,Twentynine Palms,KNXP
CA,Ukiah,KUKI
CA,Upland,KCCB
CA,Vacaville,KVCB
CA,Van Nuys,KVNY
CA,Vandenberg Afb,KVBG
CA,Vandenberg Range,KXVW
CA,Victorville,KVCV
CA,Visalia Muni,KVIS
CA,Watsonville,KWVI
CA,Weaverville,KO54
CO,Akron,KAKO
CO,Alamosa,KALS
CO,Aspen,KASE
CO,Bald Mountain,K7BM
CO,Berthoud Pass,K0CO
CO,Boulder Muni,KBDU
CO,Broomfield/Jeffc,KBJC
CO,Buckley Angb/Den,KBKF
CO,Buena Vista,KAEJ
CO,Burlington,KITR
CO,Canon City,K1V6
CO,Cheyenne Mountai,KCWN
CO,Co Spngs Meadow,KFLY
CO,Colorado Springs,KCOS
CO,Corona Pass,KCRV
CO,Cortez,KCEZ
CO,Craig,KCAG
CO,Dakota Hill,KC99
CO,Del Norte,KRCV
CO,Delta/Blake Fld,KAJZ
CO,Denver (Dia),KDEN
CO,Denver Air Space,KCFO
CO,Denver F. Range,KFTG
CO,Denver/Arapahoe,KAPA
CO,Durango,KDRO
CO,Eagle Co. Region,KEGE
CO,Ellicott-B Afa,KABH
CO,Erie Muni,KEIK
CO,Flagler,KFLA
CO,Fort Carson,KFCS
CO,Fort Morgan,KFMM
CO,Ft Collins/Lovel,KFNL
CO,Granby/Grand Co,KGNB
CO,Grand Junction,KGJT
CO,Greeley/Weld,KGXY
CO,Gunnison,KGUC
CO,Hayden/Yampa,KHDN
CO,Holyoke,KHEQ
CO,Juliet Madis,K1JW
CO,Kirk,K72C
CO,Kremmling Awos,K20V
CO,La Junta,KLHX
CO,La Veta Pass,KVTP
CO,Lamar,KLAA
CO,Leadville,KLXV
CO,Lima Madis,K1LW
CO,Limon,KLIC
CO,Longmont/Vbrand,KLMO
CO,Meeker,KEEO
CO,Mike Madis,K1MW
CO,Monarch Pass,KMYP
CO,Montrose,KMTJ
CO,Monument/Elbert,KMNH
CO,Mt Werner Sbs,K3MW
CO,November Madis,K1NW
CO,Nucla/Hopkins F,KAIB
CO,Oscar Madis,K1OW
CO,Pagosa Springs,KPSO
CO,Pueblo,KPUB
CO,Rangely,K4V0
CO,Red Cliff Pass,KCCU
CO,Rifle,KRIL
CO,Saguache Muni,K04V
CO,Salida,KANK
CO,Schriever Afb,KSHM
CO,Springfield,KSPD
CO,Steamboat Spring,KSBS
CO,Sterling,KSTK
CO,Stratton,KSTR
CO,Sunlight,K5SM
CO,Telluride Region,KTEX
CO,Trinidad/Animas,KTAD
CO,Usaf Academy/Cos,KAFF
CO,Walden,K33V
CO,Walton Peak,KC07
CO,Wilkerson Pass,K4BM
CO,Wolf Creek Pass,KCPW
CO,Wray,K2V5
CO,Yuma,K2V6
CT,Bridgeport,KBDR
CT,Chester,KSNC
CT,Danbury,KDXR
CT,Groton/New Londo,KGON
CT,Hartford/Brainar,KHFD
CT,Meriden,KMMK
CT,New Haven/Tweed,KHVN
CT,Oxford/Waterbury,KOXC
CT,Willimantic,KIJD
CT,Windsor Locks,KBDL
DC,Washington/Natl,KDCA
DE,Dover Afb,KDOV
DE,Dover/Cheswold,K33N
DE,Georgetown,KGED
DE,Wilmington,KILG
FL,Apalachicola,KAAF
FL,Bartow Municipal,KBOW
FL,Boca Raton,KBCT
FL,Bonifay Tri-Cty,K1J0
FL,Brooksville,KBKV
FL,Cape Canaveral,KXMR
FL,Cecil Field Nas,KNZC
FL,Clearwater,KCLW
FL,Clewistown,K2IS
FL,Crestview,KCEW
FL,Cross City,KCTY
FL,Crystal River,KCGC
FL,Daytona Beach,KDAB
FL,De Funiak Sprngs,K54J
FL,Deland,KDED
FL,Destin,KDTS
FL,Duke Fld/Eglin,KEGI
FL,Eglin Afb/Valpar,KVPS
FL,Everglades City,KEGC
FL,Fernandina Beach,KFHB
FL,Flagler Cnty,KFIN
FL,Flamingo/Monroe,KFLM
FL,Fort Myers,KFMY
FL,Fort Myers,KRSW
FL,Fort Pierce,KFPR
FL,Ft Lauderd/Exec,KFXE
FL,Ft Lauderd/Holly,KFLL
FL,Gainesville,KGNV
FL,Hollywood,KHWO
FL,Homestead Afb,KHST
FL,Hurlburt Field,KHRT
FL,Immokalee,KIMM
FL,Inverness,KINF
FL,Jacksonvil/Cecil,KVQQ
FL,Jacksonvil/Craig,KCRG
FL,Jacksonvil/Herlo,KHEG
FL,Jacksonvil/Naval,KNEN
FL,Jacksonville,KJAX
FL,Jacksonville Nas,KNIP
FL,Key West,KEYW
FL,Key West Nas,KNQX
FL,Keystone Heights,K42J
FL,Kissimmee/Orland,KISM
FL,La Belle,KX14
FL,Lake City,KLCQ
FL,Lake Wales,KX07
FL,Lakeland Regiona,KLAL
FL,Lantana/Palm Bea,KLNA
FL,Leesburg,KLEE
FL,Live Oak/Suwanne,K24J
FL,Macdill Afb/Tamp,KMCF
FL,Marathon,KMTH
FL,Marco Island,KMKY
FL,Marianna,KMAI
FL,Mayport Nas,KNRB
FL,Melbourne,KMLB
FL,Merritt Island,KCOI
FL,Miami,KMIA
FL,Miami Beach,KMBF
FL,Miami/Executive,KTMB
FL,Miami/Opa Locka,KOPF
FL,Milton/Whiting S,KNDZ
FL,Naples Municipal,KAPF
FL,Nasa Shuttle Fcl,KTTS
FL,New Port Richey,KRRF
FL,New Smyrna Beach,KEVB
FL,North Palm Beach,KF45
FL,Ocala Muni,KOCF
FL,Ocean Reef,KOCR
FL,Okeechobee Cty,KOBE
FL,Orlando,KMCO
FL,Orlando,KORL
FL,Ormond Beach Vor,KOMN
FL,Palatka Muni,K28J
FL,Palm Coast,KXFL
FL,Panama City,KECP
FL,Patrick Afb/Coco,KCOF
FL,Pensacola,KPNS
FL,Pensacola Nas,KNPA
FL,Perry Foley,K40J
FL,Perry Foley,KFPY
FL,Placida,K54A
FL,Plant City Muni,KPCM
FL,Pompano Beach,KPMP
FL,Port Richey,KX41
FL,Punta Gorda,KPGD
FL,Quincy,K2J9
FL,Sanford/Orlando,KSFB
FL,Sarasota/Bradent,KSRQ
FL,Sebastian,KX26
FL,Sebring,KSEF
FL,St Augustine,KSGJ
FL,St Peters/Albert,KSPG
FL,St Petersburg,KPIE
FL,Stuart/Witham,KSUA
FL,Tallahassee,KTLH
FL,Tampa,KTPA
FL,Tampa/O Knight,KTPF
FL,Tampa/Vandenburg,KVDF
FL,The Villages,KVVG
FL,Titusville,KTIX
FL,Tyndall Afb,KPAM
FL,Tyndall Drone,KTDR
FL,Venice,KVNC
FL,Vero Beach,KTRV
FL,Vero Beach,KVRB
FL,West Palm Beach,KPBI
FL,Whiting Fld Nas,KNSE
FL,Williston,KX60
FL,Winter Haven,KGIF
FL,Zephyrhills,KZPH
GA,Albany,KABY
GA,Alma,KAMG
GA,Americus,KACJ
GA,Athens,KAHN
GA,Atlanta,KATL
GA,Atlanta/Fulton,KFTY
GA,Atlanta/Paulding,KPUJ
GA,Augusta/Bush,KAGS
GA,Augusta/Daniel,KDNL
GA,Bainbridge,KBGE
GA,Baxley Muni,KBHC
GA,Blairsville,KDZJ
GA,Blakely Early C,KBIJ
GA,Brunswick,KSSI
GA,Brunswick/Glynco,KBQK
GA,Butler,K6A1
GA,Calhoun,KCZL
GA,Camilla,KCXU
GA,Canon,K18A
GA,Canton/Cherokee,KCNI
GA,Carrollton/Gray,KCTJ
GA,Cartersville,KVPC
GA,Claxton/Evans Co,KCWV
GA,Cochran,K48A
GA,Columbus,KCSG
GA,Cordele,KCKF
GA,Cornelia,KAJR
GA,Covington,K9A1
GA,Covington,KCVC
GA,Dalton,KDNN
GA,Dobbins Afb/Mari,KMGE
GA,Donaldson,K17J
GA,Douglas Muni,KDQH
GA,Dublin,KDBN
GA,Eastman,KEZM
GA,Elberton Patz F,K27A
GA,Elberton Patz F,KEBA
GA,Fitzgerald,KFZG
GA,Ft Benning/Colum,KLSF
GA,Ft Stewart/Wrigh,KLHW
GA,Gainesville,KGVL
GA,Gilmore County,K49A
GA,Greensboro,K3J7
GA,Griffin-Spalding,K6A2
GA,Hampton/Clay Cnt,K4A7
GA,Hampton/Henry,KHMP
GA,Hazelhurst,KAZE
GA,Homerville,KHOE
GA,Jasper,KJZP
GA,Jefferson,K19A
GA,Jefferson,KJCA
GA,Jesup/Wayne Cty,KJES
GA,La Grange,KLGC
GA,Lafayette,K9A5
GA,Lawrenceville,KLZU
GA,Louisville,K2J3
GA,Macon,KMCN
GA,Marietta Mccolum,KRYY
GA,Mcduffie/Thomson,KHQU
GA,Metter,KHME
GA,Metter,KMHP
GA,Milledgeville,KMLJ
GA,Millen,K2J5
GA,Monroe,KD73
GA,Moody Afb/Valdos,KVAD
GA,Moultrie Muni,KMGR
GA,Moultrie/Spence,KMUL
GA,Newnan,KCCO
GA,Peachtree City,KFFC
GA,Peachtree/Dekalb,KPDK
GA,Perry Houston Cn,KPXE
GA,Pine Mountain,KPIM
GA,Reidsville,KRVJ
GA,Rome,KRMG
GA,Sandersville,KOKZ
GA,Savannah,KSAV
GA,Savannah/Hunter,KSVN
GA,Statesboro,KTBR
GA,Swainsboro,KSBO
GA,Sylvania,KJYL
GA,Thomaston Upson,KOPN
GA,Thomasville,KTVI
GA,Tifton,KTMA
GA,Toccoa,KTOC
GA,Valdosta Regiona,KVLD
GA,Vidalia Muni,KVDI
GA,Warner Robins Af,KWRB
GA,Washington,KIIY
GA,Waycross/Ware Co,KAYS
GA,Winder/Barrow,KWDR
HI,Barking Sands/Ka,PHBK
HI,Bradshaw Aaf/Haw,PHSF
HI,Hana,PHHN
HI,Hickam Afb,PHIK
HI,Hilo,PHTO
HI,Honolulu,PHNL
HI,Kahului,PHOG
HI,Kailua/Kona,PHKO
HI,Kalaeloa,PHJR
HI,Kalaupapa,PHLU
HI,Kaneohe Mcas,PHNG
HI,Lahaina/West Mau,PHJH
HI,Lanai City Airpo,PHNY
HI,Lihue/Kauai Is,PHLI
HI,Midway Island Na,PMDY
HI,Molokai,PHMK
HI,Molokai/Kukui,PHMO
HI,Wheeler Afb/Oahu,PHHI
IA,Algona,KAXA
IA,Ames,KAMW
IA,Ankeny,KIKV
IA,Atlantic,KAIO
IA,Audubon,KADU
IA,Boone Muni,KBNW
IA,Burlington,KBRL
IA,Carroll,KCIN
IA,Cedar Rapids,KCID
IA,Centerville Muni,KTVK
IA,Chariton,KCNC
IA,Charles City,KCCY
IA,Cherokee,KCKP
IA,Clarinda,KICL
IA,Clarion,KCAV
IA,Clinton Muni,KCWI
IA,Council Bluffs,KCBF
IA,Creston,KCSQ
IA,Davenport/Quad C,KDVN
IA,Decorah,KDEH
IA,Denison,KDNS
IA,Des Moines,KDSM
IA,Dubuque,KDBQ
IA,Estherville,KEST
IA,Fairfield,KFFL
IA,Forest City,KFXY
IA,Fort Dodge,KFOD
IA,Fort Madison,KFSW
IA,Grinnell Reg,KGGI
IA,Hampton,KHPT
IA,Harlan Muni,KHNR
IA,Independence,KIIB
IA,Iowa City,KIOW
IA,Iowa Falls Muni,KIFA
IA,Keokuk Muni,KEOK
IA,Knoxville,KOXV
IA,Lamoni,KLWD
IA,Le Mars,KLRJ
IA,Marshalltown,KMIW
IA,Mason City,KMCW
IA,Maurice,KSXK
IA,Monticello Muni,KMXO
IA,Mt Pleasant,KMPZ
IA,Muscatine,KMUT
IA,Newton Muni,KTNU
IA,Oelwen,KOLZ
IA,Orange City,KORC
IA,Osceola Muni,KI75
IA,Oskaloosa Muni,KOOA
IA,Ottumwa,KOTM
IA,Pella,KPEA
IA,Perry Muni,KPRO
IA,Red Oak,KRDK
IA,Sheldon,KSHL
IA,Shenandoah Muni,KSDA
IA,Sioux City,KSUX
IA,Spencer,KSPW
IA,Storm Lake,KSLB
IA,Vinton,KVTI
IA,Washington,KAWG
IA,Waterloo,KALO
IA,Webster City,KEBS
ID,Boise,KBOI
ID,Bonners Ferry,K65S
ID,Burley,KBYI
ID,Caldwell,KEUL
ID,Challis,KLLJ
ID,Coeur D'Alene,KCOE
ID,Driggs Reed Mem,KDIJ
ID,Grangeville,KGIC
ID,Hailey/Friedman,KSUN
ID,Idaho Falls,KIDA
ID,Jerome County,KJER
ID,Lewiston,KLWS
ID,Lowell/Elk City,KP69
ID,Malad City,KMLD
ID,Malta (Awrs),K77M
ID,Mccall,KMYL
ID,Mountain Home,KMUO
ID,Mullan Pass,KMLP
ID,Nampa,KMAN
ID,Paris,K1U7
ID,Pocatello,KPIH
ID,Rexburg,KRXE
ID,Salmon/Lemhi,KSMN
ID,Soda Springs,KU78
ID,Spencer,KS14
ID,Stanley,KSNT
ID,Twin Falls,KTWF
ID,Wall/Sandpoint,KSZT
IL,Alton/St Louis R,KALN
IL,Bloomington/Norm,KBMI
IL,Cahokia/St Louis,KCPS
IL,Cairo,KCIR
IL,Carbondale/Murph,KMDH
IL,Carmi Muni,KCUL
IL,Centralia,KENL
IL,Champaign/Urbana,KCMI
IL,Chicago,KMDW
IL,Chicago O'Hare,KORD
IL,Chicago/Aurora,KARR
IL,Chicago/Dupage,KDPA
IL,Chicago/Lansing,KIGQ
IL,Chicago/Meigs,KCGX
IL,Danville,KDNV
IL,De Kalb,KDKB
IL,Decatur,KDEC
IL,Dixon,KC73
IL,Effingham,K1H2
IL,Fairfield,KFWC
IL,Flora,KFOA
IL,Freeport,KFEP
IL,Galesburg,KGBG
IL,Greenville,KGRE
IL,Harrisburg,KHSB
IL,Jacksonville,KIJX
IL,Joliet,KJOT
IL,Kankakee,KIKK
IL,Lacon,KC75
IL,Lawrenceville,KLWV
IL,Lincoln,KAAA
